id,title,budget,release_date,revenue,tagline,rating,director_id
43889,Eragon,100000000,2006-12-14,249288105,"As darkness falls, the last dragon will choose its rider.",4.9,4931
43890,Where the Wild Things Are,100000000,2009-10-16,100086793,There's one in all of us.,6.4,4932
43891,Epic,100000000,2013-05-15,268426634,Discover a world beyond your imagination,6.4,4933
43892,The Tourist,100000000,2010-12-08,278731369,It all started when he met a woman,6.0,4934
43893,End of Days,100000000,1999-11-24,211989043,Prepare for the end.,5.5,4935
43894,Blood Diamond,100000000,2006-12-07,170877916,It will cost you everything.,7.3,4863
43895,The Wolf of Wall Street,100000000,2013-12-25,392000694,EARN. SPEND. PARTY.,7.9,4809
43896,Batman Forever,100000000,1995-05-31,336529144,"Courage now, truth always...",5.2,4892
43897,Starship Troopers,105000000,1997-11-06,121214377,The only good bug is a dead bug.,6.7,4889
43898,Cloud Atlas,102000000,2012-10-26,130482868,Everything is Connected,6.6,4936
43899,Legend of the Guardians: The Owls of Ga'Hoole,80000000,2010-07-10,140073390,On his way to finding a legend...he will become one.,6.5,4771
43900,Catwoman,100000000,2004-07-22,82102379,CATch her in IMAX,4.2,4937
43901,Hercules,100000000,2014-07-23,243400000,"Before he was a legend, he was a man.",5.6,4786
43902,Treasure Planet,140000000,2002-11-26,109578115,Find your place in the universe.,7.2,4920
43903,Land of the Lost,100000000,2009-06-05,68688831,Right place. Wrong time.,5.3,4938
43904,The Expendables 3,90000000,2014-08-04,206172544,New team. New attitude. New mission.,6.1,4939
43905,Point Break,105000000,2015-12-03,133718711,The only law that matters is gravity,5.5,4940
43906,Son of the Mask,84000000,2005-02-18,0,Who's next?,3.6,4941
43907,In the Heart of the Sea,100000000,2015-11-20,93820758,Based on the incredible true story that inspired Moby Dick,6.5,4846
43908,The Adventures of Pluto Nash,100000000,2002-08-15,7103973,Action's future has arrived...,4.4,4942
43909,Green Zone,100000000,2010-03-11,94882889,Chief Warrant Officer Roy Miller is done following orders,6.4,4876
43910,The Peanuts Movie,99000000,2015-11-05,246233113,The story of an underdog. And his dog.,6.5,4943
43911,The Spanish Prisoner,10000000,1997-09-08,13835130,It's the oldest con in the book.,7.1,4944
43912,The Mummy Returns,98000000,2001-04-28,433013274,The most powerful force on earth is about to be unleashed by the two people who should know better.,6.0,4815
43913,Gangs of New York,100000000,2002-12-14,193772504,America was born in the streets.,7.1,4809
43914,金陵十三釵,94000000,2011-12-15,95311434,,7.1,4945
43915,Surf's Up,85000000,2007-06-08,149044513,"In the coldest place on Earth, he's the hottest thing around.",5.9,4946
43916,The Stepford Wives,90000000,2004-06-10,102000000,The wives of Stepford have a secret.,5.4,4947
43917,Black Hawk Down,92000000,2001-12-28,172989651,Leave No Man Behind.,7.2,4779
43918,The Campaign,0,2012-08-09,104907746,May The Best Loser Win.,5.6,4948
43919,The Fifth Element,90000000,1997-05-07,263920180,There is no future without it.,7.3,4949
43920,Sex and the City 2,100000000,2010-05-26,288347692,Carrie on.,5.4,4950
43921,The Road to El Dorado,95000000,2000-03-31,76432727,They came for the gold... they stayed for the adventure.,7.0,4951
43922,Ice Age: Continental Drift,95000000,2012-06-26,877244782,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",6.2,4943
43923,Cinderella,95000000,2015-03-12,543514353,Midnight is just the beginning.,6.7,4847
43924,The Lovely Bones,65000000,2009-12-26,93525586,The story of a life and everything that came after...,6.6,4777
43925,Finding Nemo,94000000,2003-05-30,940335536,"There are 3.7 trillion fish in the ocean, they're looking for one.",7.6,4766
43926,The Lord of the Rings: The Return of the King,94000000,2003-12-01,1118888979,The eye of the enemy is moving.,8.1,4777
43927,The Lord of the Rings: The Two Towers,79000000,2002-12-18,926287400,A New Power Is Rising.,8.0,4777
43928,Seventh Son,95000000,2014-12-12,114178613,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",5.2,4952
43929,Lara Croft: Tomb Raider,115000000,2001-06-11,274703340,Born into Wealth. Groomed by the Elite. Trained for Combat.,5.7,4930
43930,Transcendence,100000000,2014-04-16,103039258,"Yesterday, Dr. Will Caster was only human...",5.9,4953
43931,Jurassic Park III,93000000,2001-07-18,368780809,"This time, it's not just a walk in the park!",5.7,4851
43932,Rise of the Planet of the Apes,93000000,2011-08-03,482860185,Evolution Becomes Revolution.,7.0,4954
43933,The Spiderwick Chronicles,90000000,2008-02-14,162839667,Their World Is Closer Than You Think.,6.3,4955
43934,A Good Day to Die Hard,92000000,2013-02-06,304654182,Yippee Ki-Yay Mother Russia,5.2,4956
43935,The Alamo,145000000,2004-04-07,25819961,You will never forget,5.8,4957
43936,The Incredibles,92000000,2004-11-05,631442092,"No gut, no glory",7.4,4822
43937,Cutthroat Island,98000000,1995-12-22,10017322,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,5.7,4958
43938,Percy Jackson & the Olympians: The Lightning Thief,95000000,2010-02-01,226497209,Worlds Collide,6.0,4885
43939,Men in Black,90000000,1997-07-02,589390539,Protecting the Earth from the scum of the universe.,6.9,4776
43940,Toy Story 2,90000000,1999-10-30,497366869,The toys are back!,7.3,4790
43941,Unstoppable,100000000,2010-11-04,167805466,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",6.3,4923
43942,Rush Hour 2,90000000,2001-08-03,347325802,Get ready for a second Rush!,6.4,4786
43943,What Lies Beneath,100000000,2000-07-21,155464351,He was the perfect husband until his one mistake followed them home.,6.3,4804
43944,Cloudy with a Chance of Meatballs,100000000,2009-09-17,242988466,Prepare to get served.,6.5,4959
43945,Ice Age: Dawn of the Dinosaurs,90000000,2009-06-29,886686817,You Won't Believe Your Ice!,6.5,4887
43946,The Secret Life of Walter Mitty,90000000,2013-12-18,188133322,"Stop Dreaming, Start Living",7.0,4960
43947,Charlie's Angels,92000000,2000-11-02,264105545,Get Some Action,5.6,4793
43948,The Departed,90000000,2006-10-05,289847354,Lies. Betrayal. Sacrifice. How far will you take it?,7.9,4809
43949,Mulan,90000000,1998-06-18,304320254,"This time, the princess saves the prince.",7.6,4961
43950,Tropic Thunder,92000000,2008-08-09,188072649,The movie they think they're making... isn't a movie anymore.,6.5,4960
43951,The Girl with the Dragon Tattoo,90000000,2011-12-14,232617430,Evil shall with evil be expelled.,7.2,4829
43952,Die Hard: With a Vengeance,90000000,1995-05-19,366101666,Think fast. Look alive. Die hard.,6.9,4890
43953,Sherlock Holmes,90000000,2009-12-23,524028679,Nothing escapes him.,7.0,4888
43954,Ben-Hur,100000000,2016-08-17,94061311,First to finish. Last to die.,5.3,4962
43955,Atlantis: The Lost Empire,120000000,2001-06-02,186053725,Atlantis is waiting...,6.7,4928
43956,Alvin and the Chipmunks: The Road Chip,0,2015-12-17,233755553,Fast & furry-ous,5.8,4963
43957,Valkyrie,75000000,2008-12-25,200276000,Many saw evil. They dared to stop it.,6.7,4772
43958,You Don't Mess with the Zohan,90000000,2008-06-05,201596308,Lather. Rinse. Save the world.,5.5,4964
43959,Pixels,88000000,2015-07-16,243637091,Game On.,5.6,4885
43960,A.I. Artificial Intelligence,100000000,2001-06-29,235926552,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",6.8,4799
43961,The Haunted Mansion,90000000,2003-11-25,182290266,Check your pulse at the door... if you have one.,5.2,4858
43962,Contact,90000000,1997-07-11,171120329,"If it's just us, it seems like an awful waste of space.",7.2,4804
43963,Hollow Man,95000000,2000-08-04,190213455,What would you do if you knew you couldn't be seen?,5.6,4889
43964,The Interpreter,80000000,2005-04-08,162944923,The truth needs no translation.,6.2,4965
43965,Percy Jackson: Sea of Monsters,90000000,2013-08-07,174578751,"Where There Are Gods, There Are Monsters.",5.9,4966
43966,Lara Croft Tomb Raider: The Cradle of Life,95000000,2003-07-21,156505388,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,5.5,4915
43967,Now You See Me 2,90000000,2016-06-02,334901337,You Haven't Seen Anything Yet,6.7,4868
43968,The Saint,68000000,1997-04-03,118063304,Never reveal your name. Never turn your back. Never surrender your heart.,5.9,4880
43969,Spy Game,92000000,2001-11-18,143049560,It's not how you play the game. It's how the game plays you.,6.8,4923
43970,Mission to Mars,90000000,2000-03-10,60874615,Let There Be Life.,5.7,4967
43971,Rio,90000000,2011-04-03,484635760,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,6.5,4887
43972,Bicentennial Man,100000000,1999-12-17,93700000,One robot's 200 year journey to become an ordinary man.,6.9,4885
43973,Volcano,90000000,1997-04-25,0,The coast is toast,5.2,4968
43974,The Devil's Own,90000000,1997-03-12,140807547,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",5.9,4969
43975,K-19: The Widowmaker,100000000,2002-07-19,35168966,Fate has found its hero.,6.1,4970
43976,Conan the Barbarian,20000000,1982-04-02,79114085,Thief. Warrior. Gladiator. King.,6.6,4971
43977,Cinderella Man,88000000,2005-06-02,108539911,One man's extraordinary fight to save the family he loved.,7.3,4846
43978,The Nutcracker: The Untold Story,90000000,2010-11-24,16178959,,5.4,4972
43979,Seabiscuit,87000000,2003-07-22,148336445,The hopes of a nation rode on a long shot.,6.7,4973
43980,Twister,92000000,1996-05-10,494471524,The Dark Side of Nature.,6.1,4915
43981,Cast Away,90000000,2000-12-22,429632142,"At the edge of the world, his journey begins.",7.5,4804
43982,Happy Feet,100000000,2006-11-16,384335608,WARNING: May Cause Toe-Tapping.,5.9,4845
43983,The Bourne Supremacy,75000000,2004-07-23,288500217,They should have left him alone.,7.2,4876
43984,Air Force One,85000000,1997-07-25,315156409,The fate of a nation rests on the courage of one man.,6.2,4833
43985,Ocean's Eleven,85000000,2001-12-07,450717150,Are you in or out?,7.2,4909
43986,The Three Musketeers,75000000,2011-08-31,132274484,Every legend has a new beginning.,5.6,4974
43987,Hotel Transylvania,85000000,2012-09-20,358375603,Where monsters go to get away from it all,6.8,4975
43988,Enchanted,85000000,2007-11-20,340487652,This fairytale princess is about to meet a real Prince Charming,6.6,4976
43989,Safe House,85000000,2012-02-09,208076205,No one is safe,6.3,4977
43990,102 Dalmatians,85000000,2000-10-07,183611771,Meet Two Unlikely Heroes With A Bone To Pick.,5.1,4976
43991,Tower Heist,75000000,2011-11-02,152930623,Ordinary guys. An extraordinary robbery.,5.8,4786
43992,The Holiday,85000000,2006-12-08,194168700,It's Christmas Eve and we are going to go celebrate being young and being alive.,6.7,4978
43993,Enemy of the State,90000000,1998-11-20,250649836,It's not paranoia if they're really after you.,6.7,4923
43994,It's Complicated,85000000,2009-12-23,219103655,First comes marriage. Then comes divorce. And then...,6.2,4978
43995,Ocean's Thirteen,85000000,2007-06-07,311312624,What are the odds of getting even? 13 to one.,6.5,4909
43996,Open Season,85000000,2006-09-29,197309027,One Fur All & All Fur One,6.1,4979
43997,Divergent,85000000,2014-03-14,288747895,What makes you different makes you dangerous.,6.9,4980
43998,Enemy at the Gates,68000000,2001-03-13,96976270,Some Men Are Born To Be Heroes.,7.2,4981
43999,The Rundown,85000000,2003-09-26,80916492,cut to the chase,6.4,4782
44000,Last Action Hero,85000000,1993-06-18,137298489,This isn't the movies anymore.,6.1,4890
44001,Memoirs of a Geisha,85000000,2005-12-06,162242962,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",7.3,4775
44002,The Fast and the Furious: Tokyo Drift,85000000,2006-06-03,158468292,"On the streets of Tokyo, speed needs no translation...",6.1,4802
44003,Arthur Christmas,0,2011-02-22,0,Ever wonder how 2 Billion presents get delivered all in 1 night?,6.7,4982
44004,Meet Joe Black,90000000,1998-11-12,142940100,Sooner or later everyone does.,6.9,4983
44005,Collateral Damage,85000000,2002-02-06,78382433,What would you do if you lost everything?,5.5,4984
44006,All That Jazz,0,1979-12-20,37823676,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,7.3,4985
44007,Mirror Mirror,85000000,2012-03-15,183018522,The Snow White legend comes alive.,5.5,4986
44008,Scott Pilgrim vs. the World,60000000,2010-07-27,47664559,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,7.2,4987
44009,The Core,60000000,2003-03-28,74208267,Earth has a deadline.,5.4,4988
44010,Nutty Professor II: The Klumps,84000000,2000-07-27,123307945,The Klumps are back!,4.7,4989
44011,Scooby-Doo,84000000,2002-06-14,275650703,Get a Clue,5.4,4913
44012,Dredd,50000000,2012-09-07,41037742,Judgement is coming,6.6,4990
44013,Click,82500000,2006-06-22,237681299,What If You Had A Remote... That Controlled Your Universe?,6.0,4917
44014,Creepshow,8000000,1982-11-12,21028755,The Most Fun You'll Ever Have... BEING SCARED!,6.7,4991
44015,Cats & Dogs 2 : The Revenge of Kitty Galore,85000000,2010-07-30,112483764,Just like real spies... only furrier.,4.9,4907
44016,Jumper,85000000,2008-02-10,222231186,anywhere is possible.,5.9,4813
44017,Hellboy II: The Golden Army,85000000,2008-07-11,160388063,Saving the world is a hell of a job.,6.5,4798
44018,Zodiac,65000000,2007-03-02,84785914,There's more than one way to lose your life to a killer.,7.3,4829
44019,The 6th Day,82000000,2000-11-17,96085477,Are You Who You Think You Are,5.7,4908
44020,Bruce Almighty,80000000,2003-05-23,484572835,In Bruce we trust,6.4,4812
44021,The Expendables,80000000,2010-08-03,274470394,Choose Your Weapon.,6.0,4992
44022,Mission: Impossible,80000000,1996-05-22,457696359,Expect the Impossible.,6.7,4967
44023,The Hunger Games,75000000,2012-03-12,691210692,May The Odds Be Ever In Your Favor.,6.9,4973
44024,The Hangover Part II,80000000,2011-05-25,254455986,The Wolfpack Is Back,6.2,4993
44025,Batman Returns,80000000,1992-06-19,280000000,"The Bat, the Cat, the Penguin.",6.6,4785
44026,Over the Hedge,80000000,2006-04-22,343397247,Taking back the neighborhood... One snack at a time.,6.3,4994
44027,Lilo & Stitch,80000000,2002-06-21,145771527,He's coming to our galaxy.,7.1,4825
44028,Charlotte's Web,85000000,2006-12-15,144000000,"Something unexpected, unbelievable, unforgettable.",5.8,4995
44029,Deep Impact,75000000,1998-05-08,140464664,Heaven and Earth are about to collide.,5.9,4996
44030,RED 2,84000000,2013-07-18,0,The best never rest.,6.4,4862
44031,The Longest Yard,82000000,2005-05-19,190320568,"If you can't get out, get even.",6.2,4989
44032,Alvin and the Chipmunks: Chipwrecked,75000000,2011-12-14,342695435,This holiday it's gonna get squeaky.,5.4,4821
44033,Grown Ups 2,80000000,2013-07-11,246984278,Just because they're a little older doesn't mean they've grown up.,5.8,4964
44034,Get Smart,80000000,2008-06-19,230685453,Saving The World...And Loving It!,6.0,4989
44035,Something's Gotta Give,80000000,2003-12-12,266728738,Schmucks are people too.,6.3,4978
44036,Shutter Island,80000000,2010-02-18,294804195,Someone is missing.,7.8,4809
44037,Four Christmases,80000000,2008-11-26,163733697,"His father, her mother, his mother and her father all in one day.",5.3,4997
44038,Robots,75000000,2005-03-10,260696994,You can shine no matter what you're made of.,6.0,4933
44039,Face/Off,80000000,1997-06-27,245676146,"In order to catch him, he must become him.",6.8,4893
44040,Bedtime Stories,80000000,2008-12-24,212874442,Whatever they dream up... he has to survive.,5.9,4998
44041,Road to Perdition,80000000,2002-07-12,181001478,Pray for Michael Sullivan.,7.3,4764
44042,Just Go with It,80000000,2011-02-10,214918407,Sometimes a guy's best wingman... is a wingwoman,6.3,4964
44043,Con Air,75000000,1997-06-01,224012234,They were deadly on the ground; Now they have wings,6.5,4930
